,Unnamed: 0,loc,title,author,is_foreign
3311,3311,1233_16953,赤耀館事件の真相,海野十三,False
3314,3314,51108_51781,お江戸は火事だ,小川未明,False
3315,3315,56510_52778,自来也の話,岡本綺堂,False
3318,3318,1283_61886,鶴は病みき,岡本かの子,False
3319,3319,52259_47296,草藪の中,田中貢太郎,False
3322,3322,43170_34360,戦後新人論,坂口安吾,False
3324,3324,53407_43262,〔雲ふかく　山裳を曳けば〕,宮沢賢治,False
3326,3326,24413_15375,書簡（※［＃ローマ数字2、1-13-22］）,寺田寅彦,False
3327,3327,1579_19977,猿ヶ島,太宰治,False
3328,3328,53400_43273,校庭,宮沢賢治,False
3336,3336,50293_37778,茶美生活,北大路魯山人,False
3337,3337,56217_63076,銭形平次捕物控,野村胡堂,False
3338,3338,48344_36066,「文芸冊子」について,坂口安吾,False
3345,3345,2335_13494,ねずみと猫,寺田寅彦,False
3346,3346,4441_7305,よく利く薬とえらい薬,宮沢賢治,False
3349,3349,49681_39029,画工と幽霊,岡本綺堂,False
3351,3351,42557_22850,新時代の「童話」,豊島与志雄,False
3352,3352,628_14895,ごん狐,新美南吉,False
3354,3354,484_34612,ゆず湯,岡本綺堂,False
3355,3355,57863_63337,英国の物理学界と物理学者,中谷宇吉郎,False
3357,3357,42705_23761,方則について,寺田寅彦,False
3358,3358,3772_27291,学校友だち,芥川龍之介,False
3359,3359,938_22015,卵,夢野久作,False
3360,3360,52916_42884,周一と空気銃とハーモニカ,牧野信一,False
3364,3364,51689_63543,水七景,小川未明,False
3368,3368,42494_21115,月評をして,豊島与志雄,False
3376,3376,51024_47954,煙突と柳,小川未明,False
3378,3378,52444_49989,雲霧閻魔帳,吉川英治,False
3382,3382,13212_14465,妣が国へ・常世へ,折口信夫,False
3392,3392,54751_61363,錢形平次捕物控,野村胡堂,False
3394,3394,51399_39897,手紙,坂本龍馬,False
3399,3399,47027_37961,春と修羅　第二集,宮沢賢治,False
3400,3400,53408_43298,僧園,宮沢賢治,False
3403,3403,42263_22347,初冬の日記から,寺田寅彦,False
3405,3405,42356_15870,或る忠告,太宰治,False
3408,3408,875_42450,地球発狂事件,海野十三,False
3410,3410,4739_13830,三尺角,泉鏡花,False
3412,3412,45945_50763,小説・評論集「文学母胎」後記,豊島与志雄,False
3415,3415,51688_48277,みけの　ごうがいやさん,小川未明,False
3417,3417,45652_35908,泉ある家,宮沢賢治,False
3419,3419,3427_9676,栃の実,泉鏡花,False
3422,3422,47894_42519,「青猫」について,堀辰雄,False
3425,3425,43838_18744,三重宙返りの記,海野十三,False
3426,3426,42408_32965,子を奪う,豊島与志雄,False
3427,3427,45472_36052,イーハトーボ農学校の春,宮沢賢治,False
3428,3428,52681_45493,金錢の話,太宰治,False
3435,3435,45066_47018,椎の木,豊島与志雄,False
3439,3439,49556_33611,かたき討雑感,岡本綺堂,False
3440,3440,2270_34629,新樹の言葉,太宰治,False
3441,3441,55536_55638,形象の献辞,今野大力,False
3442,3442,51714_60224,雪の降った日,小川未明,False
3443,3443,42473_21068,大自然を讃う,豊島与志雄,False
3444,3444,47869_49030,おもかげ,堀辰雄,False
3446,3446,42265_19222,猫の穴掘り,寺田寅彦,False
3449,3449,56144_60015,源頼朝,吉川英治,False
3462,3462,55426_49029,ルウベンスの僞畫,堀辰雄,False
3463,3463,53553_44196,ものごころ,萩原朔太郎,False
3469,3469,54747_61217,錢形平次捕物控,野村胡堂,False
3470,3470,3543_12126,売色鴨南蛮,泉鏡花,False
3473,3473,57458_60819,十二花の雪,中谷宇吉郎,False
3477,3477,53446_43315,〔廿日月かざす刃は音無しの〕,宮沢賢治,False
3480,3480,2327_13464,凶,芥川龍之介,False
3484,3484,284_34625,禁酒の心,太宰治,False
3490,3490,55079_54777,魂を刳る美,北大路魯山人,False
3493,3493,52257_47300,藤の瓔珞,田中貢太郎,False
3495,3495,42358_15884,「晩年」に就いて,太宰治,False
3498,3498,47950_50025,若菜の卷など,堀辰雄,False
3499,3499,29_15178,カルメン,芥川龍之介,False
3504,3504,48498_35436,比喩,原民喜,False
3508,3508,45317_41244,凩日記,牧野信一,False
3511,3511,56119_56064,奇談クラブ〔戦後版〕,野村胡堂,False
3512,3512,51801_46583,書を愛して書を持たず,小川未明,False
3513,3513,42721_28799,乾杯,豊島与志雄,False
3515,3515,3551_12122,小春の狐,泉鏡花,False
3517,3517,48474_50131,忘れもの,原民喜,False
3518,3518,51779_46599,反キリスト教運動,小川未明,False
3519,3519,52769_44453,Hasty Pudding,牧野信一,False
3520,3520,3423_12108,紅玉,泉鏡花,False
3521,3521,42480_21108,湯元の秋,豊島与志雄,False
3529,3529,45536_41082,隧道内の怪火,田中貢太郎,False
3541,3541,45315_41243,繰舟で往く家,牧野信一,False
3542,3542,50990_51566,残された日,小川未明,False
3543,3543,52726_43463,〔同腹異腹〕,牧野信一,False
3544,3544,18403_14406,愛護若,折口信夫,False
3545,3545,39_15184,疑惑,芥川龍之介,False
3546,3546,4538_15433,現代若き女性気質集,岡本かの子,False
3549,3549,51056_51757,花と人の話,小川未明,False
3550,3550,2443_10322,笑い,寺田寅彦,False
3555,3555,54653_58832,錢形平次捕物控,野村胡堂,False
3559,3559,53453_50584,いいおじいさんの話,小川未明,False
3564,3564,45342_41322,淡雪,牧野信一,False
3566,3566,45810_39312,麓,坂口安吾,False
3567,3567,53627_44269,竹,萩原朔太郎,False
3573,3573,55550_55993,少女受胎,今野大力,False
3576,3576,1138_15285,鴉片,芥川龍之介,False
3577,3577,52740_43473,思ひ出した事（松竹座）,牧野信一,False
3578,3578,51758_46425,動く絵と新しき夢幻,小川未明,False
3581,3581,53355_43344,〔われらが書に順ひて〕,宮沢賢治,False
3584,3584,42555_22848,風景,豊島与志雄,False
3586,3586,4751_6703,飢ゑ,原民喜,False
3587,3587,56219_62561,銭形平次捕物控,野村胡堂,False
3589,3589,53604_44246,厩,萩原朔太郎,False
3597,3597,45839_34975,西東,坂口安吾,False
3599,3599,47807_64104,宗十郎を悼む,折口信夫,False
3600,3600,43719_18746,人造物語,海野十三,False
3601,3601,52771_44442,エハガキの激賞文,牧野信一,False
3603,3603,45217_23162,鱗雲,牧野信一,False
3612,3612,48473_50123,藤の花,原民喜,False
3616,3616,42657_24935,新妻の手記,豊島与志雄,False
3617,3617,4280_6763,新緑の庭,芥川龍之介,False
3621,3621,48384_35153,雨ばけ,泉鏡花,False
3624,3624,43197_22376,我が人生観,坂口安吾,False
3625,3625,45289_37928,東京駅にて感想,牧野信一,False
3627,3627,3748_27281,一番気乗のする時,芥川龍之介,False
3631,3631,3762_27361,大正十二年九月一日の大震に際して,芥川龍之介,False
3634,3634,45057_45842,金の猫の鬼,豊島与志雄,False
3635,3635,1095_20125,散華,太宰治,False
3637,3637,53573_44216,雨の降る日,萩原朔太郎,False
3641,3641,42728_23585,高尾ざんげ,豊島与志雄,False
3642,3642,3801_27309,饒舌,芥川龍之介,False
3643,3643,2483_11319,蒸発皿,寺田寅彦,False
3644,3644,4786_6720,平和への意志,原民喜,False
3651,3651,2712_23996,心臓盗難,海野十三,False
3655,3655,30_15215,父,芥川龍之介,False
3656,3656,42723_29447,渡舟場,豊島与志雄,False
3657,3657,440_14483,富士,岡本かの子,False
3658,3658,105_15146,南京の基督,芥川龍之介,False
3659,3659,941_21773,若返り薬,夢野久作,False
3664,3664,52812_44703,嘆きの谷で拾つた懐疑の花びら,牧野信一,False
3667,3667,54522_57406,所有,今野大力,False
3671,3671,55703_60497,錢形平次捕物控,野村胡堂,False
3672,3672,1596_18112,容貌,太宰治,False
3674,3674,51508_59473,海へ帰るおじさん,小川未明,False
3676,3676,48396_57482,菊あわせ,泉鏡花,False
3681,3681,43756_17661,月夜のでんしんばしら,宮沢賢治,False
3682,3682,46921_33260,おせっかい夫人,岡本かの子,False
3688,3688,46937_33276,晩春,岡本かの子,False
3689,3689,42413_27970,白血球,豊島与志雄,False
3690,3690,939_21954,東京人の堕落時代,夢野久作,False
3693,3693,45941_26582,多神教,泉鏡花,False
3698,3698,42732_29468,水甕,豊島与志雄,False
3700,3700,45549_41054,位牌田,田中貢太郎,False
3701,3701,2328_13465,鵠沼雑記,芥川龍之介,False
3703,3703,56122_56074,奇談クラブ〔戦後版〕,野村胡堂,False
3709,3709,43544_18872,鐘ヶ淵,岡本綺堂,False
3711,3711,1644_16886,虎媛,田中貢太郎,False
3713,3713,56111_55986,奇談クラブ〔戦後版〕,野村胡堂,False
3716,3716,51429_40036,手紙,坂本龍馬,False
3717,3717,54591_57599,錢形平次捕物控,野村胡堂,False
3719,3719,3517_20577,空襲下の日本,海野十三,False
3721,3721,50762_40542,耕耘部の時計,宮沢賢治,False
3724,3724,24429_15851,イタリア人,寺田寅彦,False
3726,3726,54732_60913,錢形平次捕物控,野村胡堂,False
3731,3731,49953_37780,鮎の食い方,北大路魯山人,False
3732,3732,51082_52782,塩を載せた船,小川未明,False
3735,3735,150_15210,葬儀記,芥川龍之介,False
3737,3737,305_20174,おさん,太宰治,False
3740,3740,45909_37865,安吾の新日本地理,坂口安吾,False
3741,3741,54737_60207,錢形平次捕物控,野村胡堂,False
3742,3742,1586_20654,新郎,太宰治,False
3743,3743,54701_59490,錢形平次捕物控,野村胡堂,False
3744,3744,42277_16633,南北の東海道四谷怪談,田中貢太郎,False
3745,3745,24423_15366,郷土的味覚,寺田寅彦,False
3746,3746,52395_49779,宮本武蔵,吉川英治,False
3747,3747,47928_54194,日付のない日記,堀辰雄,False
3750,3750,47186_34894,古代中世言語論,折口信夫,False
3751,3751,50998_51326,子供の時分の話,小川未明,False
3753,3753,42745_29481,ヘヤーピン一本,豊島与志雄,False
3754,3754,53595_44237,立秋,萩原朔太郎,False
3755,3755,55701_61599,錢形平次捕物控,野村胡堂,False
3756,3756,118_14835,老いたる素戔嗚尊,芥川龍之介,False
3762,3762,42509_22705,美醜,豊島与志雄,False
3763,3763,314_20121,律子と貞子,太宰治,False
3767,3767,48470_35432,焚いてしまふ,原民喜,False
3768,3768,3822_27341,二人の友,芥川龍之介,False
3775,3775,46412_24589,歌の口調,寺田寅彦,False
3776,3776,48036_33013,小坂部伝説,岡本綺堂,False
3777,3777,3759_27317,近頃の幽霊,芥川龍之介,False
3783,3783,42283_16448,幽霊の衣裳,田中貢太郎,False
3785,3785,58211_64353,銭形平次捕物控,野村胡堂,False
3786,3786,3765_27347,正岡子規,芥川龍之介,False
3789,3789,92_14545,蜘蛛の糸,芥川龍之介,False
3793,3793,57202_62016,銭形平次捕物控,野村胡堂,False
3798,3798,43399_16105,センセイノ　コ,新美南吉,False
3799,3799,53015_50658,お母さんのひきがえる,小川未明,False
3802,3802,43539_28514,二つの頭,原民喜,False
3807,3807,40_15151,歯車,芥川龍之介,False
3810,3810,97_15251,MENSURA ZOILI,芥川龍之介,False
3813,3813,45321_39808,素書,牧野信一,False
3816,3816,55558_55618,音響,今野大力,False
3818,3818,4424_7301,種山ヶ原,宮沢賢治,False
3820,3820,54646_58004,錢形平次捕物控,野村胡堂,False
3822,3822,53635_44276,敍情小曲,萩原朔太郎,False
3823,3823,54979_50791,食器は料理のきもの,北大路魯山人,False
3825,3825,48369_42536,手紙,堀辰雄,False
3833,3833,55694_62023,錢形平次捕物控,野村胡堂,False
3836,3836,53211_49758,雪雑記,中谷宇吉郎,False
3838,3838,46692_27708,お茶の湯満腹談,夢野久作,False
3842,3842,3233_23563,爆薬の花籠,海野十三,False
3844,3844,47956_39426,CARTE POSTALE,堀辰雄,False
3846,3846,53394_43338,四八　黄泉路,宮沢賢治,False
3847,3847,467_19932,ポランの広場,宮沢賢治,False
3855,3855,47908_42528,高原にて,堀辰雄,False
3860,3860,49544_42622,正雪の二代目,岡本綺堂,False
3861,3861,1594_18110,富士に就いて,太宰治,False
3862,3862,52780_44576,川蒸気は昔のまゝ,牧野信一,False
3865,3865,56810_58840,インチキ文学ボクメツ雑談,坂口安吾,False
3868,3868,2450_11115,浮世絵の曲線,寺田寅彦,False
3869,3869,45214_18527,吊籠と月光と,牧野信一,False
3871,3871,2340_13497,とんびと油揚,寺田寅彦,False
3873,3873,56046_60462,牢獄の花嫁,吉川英治,False
3875,3875,43366_26100,鴨猟,芥川龍之介,False
3878,3878,49547_33620,島原の夢,岡本綺堂,False
3885,3885,42634_22952,正覚坊,豊島与志雄,False
3888,3888,54998_60019,北風にたこは上がる,小川未明,False
3891,3891,53605_44247,感傷品,萩原朔太郎,False
3894,3894,45746_60216,文章その他,坂口安吾,False
3897,3897,1920_17655,ひのきとひなげし,宮沢賢治,False
3898,3898,4540_15435,時代色,岡本かの子,False
3900,3900,4548_15439,売春婦リゼット,岡本かの子,False
3908,3908,638_34289,牛をつないだ椿の木,新美南吉,False
3909,3909,44721_18099,街の探偵,海野十三,False
3913,3913,45399_39800,ラガド大学参観記,牧野信一,False
3919,3919,45511_23157,平造とお鶴,岡本綺堂,False
3920,3920,53438_43305,中尊寺〔二〕,宮沢賢治,False
3921,3921,45864_32940,ラムネ氏のこと,坂口安吾,False
3922,3922,51074_51793,公園の花と毒蛾,小川未明,False
3928,3928,42706_23762,漫画と科学,寺田寅彦,False
3929,3929,43762_18748,成層圏飛行と私のメモ,海野十三,False
3930,3930,55418_49022,あひびき,堀辰雄,False
3932,3932,24436_14407,最古日本の女性生活の根柢,折口信夫,False
3934,3934,3807_27320,東京小品,芥川龍之介,False
3937,3937,45377_37467,ダイアナの馬,牧野信一,False
3940,3940,51795_46427,男の子を見るたびに「戦争」について考えます,小川未明,False
3942,3942,42717_28796,変る,豊島与志雄,False
3943,3943,45368_37935,山男と男装の美女,牧野信一,False
3944,3944,4815_14376,ルウベンスの偽画,堀辰雄,False
3946,3946,45918_36897,安吾人生案内,坂口安吾,False
3949,3949,3052_20670,地獄の使者,海野十三,False
3950,3950,44917_23668,今後の寺院生活に対する私考,坂口安吾,False
3951,3951,42626_60035,不連続殺人事件,坂口安吾,False
3952,3952,51072_49014,石をのせた車,小川未明,False
3954,3954,43199_22378,我が人生観,坂口安吾,False
3955,3955,61_15130,地獄變,芥川龍之介,False
3956,3956,51433_40040,手紙,坂本龍馬,False
3958,3958,45491_24688,深見夫人の死,岡本綺堂,False
3961,3961,1929_17911,月夜のでんしんばしら,宮沢賢治,False
3964,3964,45101_41632,一れつ,新美南吉,False
3968,3968,55605_55658,残冬,今野大力,False
3969,3969,54684_60235,錢形平次捕物控,野村胡堂,False
3970,3970,992_15006,半七捕物帳,岡本綺堂,False
3973,3973,54989_50789,料理の妙味,北大路魯山人,False
3976,3976,51419_40029,手紙,坂本龍馬,False
3980,3980,54674_59548,錢形平次捕物控,野村胡堂,False
3981,3981,53354_43337,楊林,宮沢賢治,False
3982,3982,52030_41188,手紙,坂本龍馬,False
3983,3983,42676_26262,庶民生活,豊島与志雄,False
3984,3984,53588_44231,供養,萩原朔太郎,False
3985,3985,42437_28813,或る素描,豊島与志雄,False
3989,3989,45310_29609,鸚鵡のゐる部屋,牧野信一,False
3992,3992,51762_46439,芸術は生動す,小川未明,False
3993,3993,45352_40777,女優,牧野信一,False
4000,4000,4675_8212,あし,新美南吉,False
4001,4001,57219_57607,銭形平次打明け話,野村胡堂,False
4002,4002,43193_22385,“歌笑”文化,坂口安吾,False
4005,4005,55682_52783,錢形平次捕物控,野村胡堂,False
4010,4010,48479_50119,蠅,原民喜,False
4011,4011,155_15203,少年,芥川龍之介,False
4014,4014,45571_41095,娘の生霊,田中貢太郎,False
4015,4015,45798_38836,霓博士の廃頽,坂口安吾,False
4019,4019,42967_34774,曾我の暴れん坊,坂口安吾,False
4032,4032,1772_58419,秋と漫歩,萩原朔太郎,False
4037,4037,51810_46590,天を怖れよ,小川未明,False
4046,4046,51011_50577,赤い手袋,小川未明,False
4047,4047,156_15202,将軍,芥川龍之介,False
4048,4048,52066_56922,正ちゃんとおかいこ,小川未明,False
4049,4049,52848_45392,ユリイカ・独言,牧野信一,False
4050,4050,42695_18078,観点と距離,寺田寅彦,False
4051,4051,55678_52772,錢形平次捕物控,野村胡堂,False
4056,4056,52026_41184,手紙,坂本龍馬,False
4058,4058,43393_39025,うまれて　來る　雀達,新美南吉,False
4060,4060,48460_50103,残雪,原民喜,False
4061,4061,52860_45382,断酒片,牧野信一,False
4063,4063,45087_41649,ひかる,新美南吉,False
4070,4070,4677_8215,狐のつかい,新美南吉,False
4075,4075,51952_40317,手紙,坂本龍馬,False
4076,4076,53434_43330,敗れし少年の歌へる,宮沢賢治,False
4077,4077,45695_28066,魔法探し,豊島与志雄,False
4080,4080,43757_17903,水仙月の四日,宮沢賢治,False
4083,4083,43223_23315,明治開化　安吾捕物,坂口安吾,False
4086,4086,53547_44190,蛇苺,萩原朔太郎,False
4087,4087,2288_33104,葉,太宰治,False
4088,4088,45530_41071,死んでいた狒狒,田中貢太郎,False
4089,4089,47957_41484,ジャム、君の家は,堀辰雄,False
4094,4094,43750_17591,易者の哲理,萩原朔太郎,False
4098,4098,18406_14349,翁の発生,折口信夫,False
4125,4125,4807_14210,雪の上の足跡,堀辰雄,False
4132,4132,56714_57483,呪の金剛石,野村胡堂,False
4135,4135,53367_43341,〔われかのひとをこととふに〕,宮沢賢治,False
4136,4136,48334_42629,山吹,泉鏡花,False
4139,4139,24407_15379,東上記,寺田寅彦,False
4140,4140,1237_7223,恐しき通夜,海野十三,False
4141,4141,53639_44280,諷詩,萩原朔太郎,False
4142,4142,4654_13836,寫生紀行,寺田寅彦,False
4143,4143,52830_44696,「樫の芽生え」を読みて,牧野信一,False
4144,4144,45923_37869,安吾人生案内,坂口安吾,False
4150,4150,52113_46622,政ちゃんと赤いりんご,小川未明,False
4151,4151,1230_18844,壊れたバリコン,海野十三,False
4153,4153,281_19987,花燭,太宰治,False
4154,4154,56399_56347,銭形平次捕物控,野村胡堂,False
4155,4155,43578_18867,妖婆,岡本綺堂,False
4158,4158,52745_43483,余話（秘められた箱）,牧野信一,False
4160,4160,42553_22831,「紋章」の「私」,豊島与志雄,False
4161,4161,1009_14984,半七捕物帳,岡本綺堂,False
4164,4164,53440_43277,〔こゝろの影を恐るなと〕,宮沢賢治,False
4165,4165,43374_26106,近藤浩一路氏,芥川龍之介,False
4166,4166,51975_46245,月と海豹,小川未明,False
4167,4167,51944_40092,手紙,坂本龍馬,False
4169,4169,55274_50705,落日の荘厳に似る,吉川英治,False
4171,4171,54950_48393,序に代えて,北大路魯山人,False
4174,4174,42457_30599,常識,豊島与志雄,False
4176,4176,43250_17196,烏瓜の花と蛾,寺田寅彦,False
4178,4178,926_21798,正夢,夢野久作,False
4181,4181,56497_54210,日本名婦伝,吉川英治,False
4182,4182,94_15098,LOS CAPRICHOS,芥川龍之介,False
4183,4183,52918_42659,熱海へ,牧野信一,False
4189,4189,42549_22827,失策記,豊島与志雄,False
4191,4191,42516_22732,舞踏病,豊島与志雄,False
4193,4193,45322_41333,滝のある村,牧野信一,False
4194,4194,42326_48999,人面瘡物語,田中貢太郎,False
4195,4195,42975_24346,ゴルフと「悪い仲間」,坂口安吾,False
4201,4201,48458_35428,五月,原民喜,False
4203,4203,56808_58822,悪妻論,坂口安吾,False
4207,4207,53431_43296,〔せなうち痛み息熱く〕,宮沢賢治,False
4209,4209,42462_31408,別れの辞,豊島与志雄,False
4210,4210,83_15058,孤独地獄,芥川龍之介,False
4215,4215,45524_41056,海坊主,田中貢太郎,False
4217,4217,55546_55623,祈願,今野大力,False
4218,4218,49530_33606,風呂を買うまで,岡本綺堂,False
4220,4220,3663_33334,薄紅梅,泉鏡花,False
4222,4222,2322_13459,塵労,芥川龍之介,False
4223,4223,52898_42670,白明,牧野信一,False
4224,4224,42811_26156,現代の詐術,坂口安吾,False
4225,4225,54682_58923,錢形平次捕物控,野村胡堂,False
4226,4226,4276_6757,谷崎潤一郎氏,芥川龍之介,False
4229,4229,632_14896,狐,新美南吉,False
4232,4232,47954_39424,エマオの旅びと,堀辰雄,False
4233,4233,43156_31204,精神病覚え書,坂口安吾,False
4237,4237,45501_23147,有喜世新聞の話,岡本綺堂,False
4238,4238,48496_35435,針,原民喜,False
4240,4240,3747_27294,鑑定,芥川龍之介,False
4244,4244,1024_14995,半七捕物帳,岡本綺堂,False
4245,4245,42662_25530,蛸の如きもの,豊島与志雄,False
4247,4247,51581_62858,正二くんの時計,小川未明,False
4248,4248,42499_21122,戯曲を書く私の心持,豊島与志雄,False
4252,4252,54560_56370,錢形平次捕物控,野村胡堂,False
4253,4253,4469_8265,山地の稜,宮沢賢治,False
4256,4256,43253_17031,石油ランプ,寺田寅彦,False
4257,4257,51792_40059,手紙,坂本龍馬,False
4261,4261,45216_23057,熱海線私語,牧野信一,False
4265,4265,50194_56390,歌の話,折口信夫,False
4267,4267,4562_21652,伊勢之巻,泉鏡花,False
4269,4269,48482_35430,透明な輪,原民喜,False
4272,4272,52377_45488,檀君の近業について,太宰治,False
4276,4276,45510_23156,馬妖記,岡本綺堂,False
4278,4278,33204_12204,遺稿,泉鏡花,False
4279,4279,54708_59629,錢形平次捕物控,野村胡堂,False
4285,4285,1935_19925,ポラーノの広場,宮沢賢治,False
4286,4286,1647_16638,瞳人語,田中貢太郎,False
4288,4288,52524_45471,貪婪禍,太宰治,False
4290,4290,1853_7028,壊滅の序曲,原民喜,False
4293,4293,5005_14047,地図,太宰治,False
4296,4296,54710_59633,錢形平次捕物控,野村胡堂,False
4298,4298,45324_37932,塚越の話,牧野信一,False
4299,4299,45320_37927,心象風景,牧野信一,False
4305,4305,46715_27687,ドン,夢野久作,False
4306,4306,51677_64608,僕はこれからだ,小川未明,False
4309,4309,280_19990,喝采,太宰治,False
4310,4310,2284_15076,鉄面皮,太宰治,False
4312,4312,52910_42888,清一の写生旅行,牧野信一,False
4314,4314,54962_49231,家庭料理の話,北大路魯山人,False
4316,4316,53614_44256,祕佛,萩原朔太郎,False
4319,4319,277_33098,駈込み訴え,太宰治,False
4320,4320,1000_15021,半七捕物帳,岡本綺堂,False
4323,4323,52430_49709,私本太平記,吉川英治,False
4326,4326,52678_45485,「惜別」の意圖,太宰治,False
4328,4328,45931_39304,牛,坂口安吾,False
4330,4330,46923_33263,褐色の求道,岡本かの子,False
4331,4331,46942_33272,ドーヴィル物語,岡本かの子,False
4333,4333,167_15143,点鬼簿,芥川龍之介,False
4334,4334,42646_23019,山の別荘の少年,豊島与志雄,False
4336,4336,43024_30958,風博士,坂口安吾,False
4346,4346,1946_11970,クねずみ,宮沢賢治,False
4347,4347,54942_48512,洗いづくりの美味さ,北大路魯山人,False
4349,4349,45054_45843,シャボン玉,豊島与志雄,False
4350,4350,42580_22907,三木清を憶う,豊島与志雄,False
4351,4351,49950_54977,安吾新日本風土記,坂口安吾,False
4353,4353,57453_60136,「光線の圧力」の話,中谷宇吉郎,False
4354,4354,45365_41254,真夏の朝のひとゝき,牧野信一,False
4357,4357,51610_63061,小さな妹をつれて,小川未明,False
4359,4359,42893_23092,通俗作家　荷風,坂口安吾,False
4363,4363,291_20176,饗応夫人,太宰治,False
4367,4367,52856_45395,わが生活より,牧野信一,False
4369,4369,43282_23768,中村彝氏の追憶,寺田寅彦,False
4371,4371,45287_39806,黄昏の堤,牧野信一,False
4372,4372,45436_37937,明るく・暗く,牧野信一,False
4375,4375,55542_55980,寺院の右にて,今野大力,False
4376,4376,52067_48263,少年と秋の日,小川未明,False
4377,4377,56798_56918,石の思い,坂口安吾,False
4378,4378,42672_25747,霊感,豊島与志雄,False
4379,4379,4725_13227,たけのこ,新美南吉,False
4382,4382,47992_35942,雨夜詞,田中貢太郎,False
4386,4386,42455_30598,死の前後,豊島与志雄,False
4387,4387,52282_47292,女の首,田中貢太郎,False
4388,4388,87_15106,湖南の扇,芥川龍之介,False
4389,4389,54765_61596,錢形平次捕物控,野村胡堂,False
4392,4392,46325_26558,狐の田舎わたらひ,折口信夫,False
4393,4393,56278_63539,銭形平次捕物控,野村胡堂,False
4401,4401,45480_24683,鰻に呪われた男,岡本綺堂,False
4402,4402,51428_40035,手紙,坂本龍馬,False
4404,4404,1285_48142,雛妓,岡本かの子,False
4408,4408,924_21748,クチマネ,夢野久作,False
4410,4410,56012_54419,冬ごもり,中谷宇吉郎,False
4413,4413,2242_11907,中国怪奇小説集,岡本綺堂,False
4417,4417,42454_30597,田舎者,豊島与志雄,False
4419,4419,1242_18629,爬虫館事件,海野十三,False
4423,4423,52262_47299,仙術修業,田中貢太郎,False
4425,4425,42160_16452,ある探偵事件,寺田寅彦,False
4427,4427,3812_27356,わが散文詩,芥川龍之介,False
4430,4430,53560_44203,ありや二曲,萩原朔太郎,False
4434,4434,51968_41178,手紙,坂本龍馬,False
4436,4436,443_49553,風と裾,岡本かの子,False
4439,4439,52376_45481,知らない人,太宰治,False
4440,4440,55853_61372,錢形平次捕物控,野村胡堂,False
4443,4443,54611_53038,錢形平次捕物控,野村胡堂,False
4444,4444,56812_57634,教祖の文学,坂口安吾,False
4447,4447,51078_49009,あほう鳥の鳴く日,小川未明,False
4450,4450,52448_49983,大谷刑部,吉川英治,False
4452,4452,54711_59620,錢形平次捕物控,野村胡堂,False
4453,4453,57270_58835,高度八十マイル,中谷宇吉郎,False
4457,4457,45702_25547,ばかな汽車,豊島与志雄,False
4458,4458,51772_46423,愛に就ての問題,小川未明,False
4463,4463,43439_17199,ある日の経験,寺田寅彦,False
4464,4464,52814_44704,春の手紙,牧野信一,False
4466,4466,56211_58751,銭形平次捕物控,野村胡堂,False
4467,4467,51555_62136,雲のわくころ,小川未明,False
4476,4476,1767_18419,装幀の意義,萩原朔太郎,False
4479,4479,3221_18930,私の書に就ての追憶,岡本かの子,False
4482,4482,24455_11250,露譯短篇集の序,芥川龍之介,False
4484,4484,52100_46620,ねことおしるこ,小川未明,False
4485,4485,52250_47757,悪僧,田中貢太郎,False
4487,4487,52927_53037,今後を童話作家に,小川未明,False
4488,4488,42560_22853,風俗時評,豊島与志雄,False
4493,4493,1109_20132,東京だより,太宰治,False
4494,4494,52061_47801,曠野,小川未明,False
4495,4495,43387_17881,豊島与志雄氏の事,芥川龍之介,False
4496,4496,43665_18745,『十八時の音楽浴』の作者の言葉,海野十三,False
4501,4501,48480_50126,街の断片,原民喜,False
4502,4502,42648_22960,雷神の珠,豊島与志雄,False
4505,4505,42984_21270,現実主義者,坂口安吾,False
4506,4506,47973_50024,レエモン　ラジィゲ,堀辰雄,False
4508,4508,51411_39903,手紙,坂本龍馬,False
4511,4511,52277_47761,警察署長,田中貢太郎,False
4512,4512,4554_15427,愛よ愛,岡本かの子,False
4515,4515,52268_47947,指環,田中貢太郎,False
4518,4518,54673_59469,錢形平次捕物控,野村胡堂,False
4519,4519,51855_40072,手紙,坂本龍馬,False
4520,4520,3579_13853,逗子より,泉鏡花,False
4521,4521,46935_33275,母と娘,岡本かの子,False
4522,4522,1941_17444,税務署長の冒険,宮沢賢治,False
4523,4523,1252_15749,三人の双生児,海野十三,False
4530,4530,268_15083,火の鳥,太宰治,False
4531,4531,18350_32522,酒ぎらい,太宰治,False
4533,4533,1100_20516,醜婦を呵す,泉鏡花,False
4534,4534,262_20045,恥,太宰治,False
4537,4537,45509_23155,放し鰻,岡本綺堂,False
4539,4539,52424_49691,私本太平記,吉川英治,False
4542,4542,50980_46254,海へ,小川未明,False
4551,4551,4465_8269,柳沢,宮沢賢治,False
4552,4552,1891_7611,城ヶ島の春,牧野信一,False
4554,4554,2339_13490,藤の実,寺田寅彦,False
4557,4557,46607_33649,土神ときつね,宮沢賢治,False
4558,4558,1640_11960,太虚司法伝,田中貢太郎,False
4560,4560,126_14861,お富の貞操,芥川龍之介,False
4562,4562,51413_40023,手紙,坂本龍馬,False
4565,4565,55557_55384,埋れた幻想,今野大力,False
4568,4568,42_15228,鼻,芥川龍之介,False
4569,4569,45937_39305,都会の中の孤島,坂口安吾,False
