,Unnamed: 0,loc,title,author,is_foreign
8185,8185,1581_17527,春の枯葉,太宰治,False
8190,8190,1089_15011,半七捕物帳,岡本綺堂,False
8192,8192,42735_29474,未亡人,豊島与志雄,False
8197,8197,55419_49023,恢復期,堀辰雄,False
8199,8199,49999_37736,美味放談,北大路魯山人,False
8204,8204,1025_15042,半七捕物帳,岡本綺堂,False
8205,8205,52055_47800,希望,小川未明,False
8206,8206,42527_22773,書かれざる作品,豊島与志雄,False
8209,8209,56805_56896,魔の退屈,坂口安吾,False
8212,8212,45749_24335,予告殺人事件,坂口安吾,False
8214,8214,444_20628,みちのく,岡本かの子,False
8215,8215,3371_15510,空中漂流一週間,海野十三,False
8218,8218,49542_33617,父の墓,岡本綺堂,False
8221,8221,55268_50712,親鸞聖人について,吉川英治,False
8222,8222,52655_64365,春の真昼,小川未明,False
8236,8236,45743_24340,能面の秘密,坂口安吾,False
8237,8237,43758_17942,山男の四月,宮沢賢治,False
8242,8242,33_15213,第四の夫から,芥川龍之介,False
8243,8243,2112_33340,老巡査,夢野久作,False
8244,8244,24410_15754,鷹を貰い損なった話,寺田寅彦,False
8246,8246,4546_15428,異国食餌抄,岡本かの子,False
8253,8253,54594_56486,錢形平次捕物控,野村胡堂,False
8254,8254,4245_10284,森の紫陽花,泉鏡花,False
8261,8261,49523_33609,雪の一日,岡本綺堂,False
8268,8268,1017_15027,半七捕物帳,岡本綺堂,False
8269,8269,45308_19345,学者アラムハラドの見た着物,宮沢賢治,False
8270,8270,55532_55383,Ｓ療養所点景,今野大力,False
8272,8272,53380_43255,烏百態,宮沢賢治,False
8277,8277,47704_50670,同胞沖縄の芸能の為に,折口信夫,False
8278,8278,51850_40067,手紙,坂本龍馬,False
8280,8280,54689_60485,錢形平次捕物控,野村胡堂,False
8281,8281,52913_42895,妄想患者,牧野信一,False
8283,8283,50975_46238,赤い船,小川未明,False
8291,8291,54626_53171,錢形平次捕物控,野村胡堂,False
8294,8294,57264_60503,鳥井さんのことなど,中谷宇吉郎,False
8303,8303,3779_27301,才一巧亦不二,芥川龍之介,False
8306,8306,33217_11889,中国怪奇小説集,岡本綺堂,False
8309,8309,55515_56508,街の乞食,今野大力,False
8313,8313,48401_35162,妖魔の辻占,泉鏡花,False
8314,8314,53201_49836,イグアノドンの唄,中谷宇吉郎,False
8315,8315,45566_41103,レンズに現われた女の姿,田中貢太郎,False
8318,8318,43164_59486,「復員殺人事件」について,坂口安吾,False
8319,8319,2451_11111,二十四年前,寺田寅彦,False
8322,8322,1599_18116,天狗,太宰治,False
8323,8323,42653_24388,失われた半身,豊島与志雄,False
8324,8324,52857_45386,附記（夜見の巻）,牧野信一,False
8327,8327,55691_61226,錢形平次捕物控,野村胡堂,False
8333,8333,52923_53051,うさぎと二人のおじいさん,小川未明,False
8335,8335,48449_50094,温度,原民喜,False
8338,8338,1855_21715,鎮魂歌,原民喜,False
8344,8344,47906_51146,近況,堀辰雄,False
8345,8345,45828_39318,悲願に就て,坂口安吾,False
8349,8349,51938_40086,手紙,坂本龍馬,False
8357,8357,2513_12242,俳句の精神,寺田寅彦,False
8358,8358,266_20031,春の盗賊,太宰治,False
8360,8360,42895_23093,欲望について,坂口安吾,False
8362,8362,42585_22911,ジャングル頭,豊島与志雄,False
8364,8364,56383_63875,銭形平次捕物控,野村胡堂,False
8368,8368,42579_22906,新たな世界主義,豊島与志雄,False
8374,8374,439_4287,縮緬のこころ,岡本かの子,False
8378,8378,4625_10265,雨の上高地,寺田寅彦,False
8381,8381,43159_30638,深夜は睡るに限ること,坂口安吾,False
8382,8382,43631_17435,恐怖について,海野十三,False
8383,8383,24400_15385,星,寺田寅彦,False
8384,8384,51649_63350,野菊の花,小川未明,False
8385,8385,55579_56908,老将軍と大学教授,今野大力,False
8388,8388,464_19941,猫の事務所,宮沢賢治,False
8391,8391,920_22035,巡査辞職,夢野久作,False
8394,8394,42402_41317,楠の話,豊島与志雄,False
8396,8396,47865_48532,馬車を待つ間,堀辰雄,False
8397,8397,1764_16289,家庭の痛恨,萩原朔太郎,False
8398,8398,46929_38041,唇草,岡本かの子,False
8399,8399,51943_40091,手紙,坂本龍馬,False
8407,8407,52809_44599,文学とは何ぞや,牧野信一,False
8411,8411,51853_40070,手紙,坂本龍馬,False
8415,8415,147_15135,蜃気楼,芥川龍之介,False
8417,8417,42568_22876,北京・青島・村落,豊島与志雄,False
8418,8418,52235_41952,六月十九日,太宰治,False
8419,8419,44428_24693,蒲原有明に帰れ,萩原朔太郎,False
8424,8424,55526_55637,軍服を着た百姓源造の除隊,今野大力,False
8426,8426,52080_56994,つじうら売りのおばあさん,小川未明,False
8435,8435,57278_58065,雪の化石２,中谷宇吉郎,False
8440,8440,3813_27308,商賈聖母,芥川龍之介,False
8442,8442,42342_50575,終電車に乗る妖婆,田中貢太郎,False
8444,8444,308_14910,桜桃,太宰治,False
8445,8445,45500_23146,穴,岡本綺堂,False
8450,8450,54664_58932,錢形平次捕物控,野村胡堂,False
8454,8454,43049_16279,お住の霊,岡本綺堂,False
8456,8456,42398_32968,生と死との記録,豊島与志雄,False
8458,8458,56276_64369,銭形平次捕物控,野村胡堂,False
8459,8459,42675_26263,絶縁体,豊島与志雄,False
8462,8462,45689_21627,砂子屋,太宰治,False
8469,8469,47022_31485,国文学の発生（第二稿）,折口信夫,False
8471,8471,970_14987,半七捕物帳,岡本綺堂,False
8474,8474,45863_33229,島原の乱雑記,坂口安吾,False
8483,8483,50016_37761,カンナとオンナ,北大路魯山人,False
8484,8484,47873_51144,尖端人は語る,堀辰雄,False
8485,8485,53612_44254,蒼天,萩原朔太郎,False
8486,8486,42885_27504,第二芸術論について,坂口安吾,False
8487,8487,45298_37923,ピエル・フオン訪問記,牧野信一,False
8491,8491,42737_29471,朝やけ,豊島与志雄,False
8497,8497,56054_54216,剣の四君子,吉川英治,False
8500,8500,42366_15876,自作を語る,太宰治,False
8508,8508,42542_22798,必要以上のもの,豊島与志雄,False
8510,8510,54680_58935,錢形平次捕物控,野村胡堂,False
8511,8511,4544_15443,桃のある風景,岡本かの子,False
8515,8515,51771_46612,忘れられたる感情,小川未明,False
8517,8517,42641_22956,長彦と丸彦,豊島与志雄,False
8519,8519,42407_32977,理想の女,豊島与志雄,False
8521,8521,45353_24352,泉岳寺附近,牧野信一,False
8522,8522,3525_18465,東京要塞,海野十三,False
8528,8528,55563_56358,白光礼讃,今野大力,False
8529,8529,3743_27363,野人生計事,芥川龍之介,False
8530,8530,56713_57576,眠り人形,野村胡堂,False
8533,8533,53936_50171,抒情小曲集,萩原朔太郎,False
8535,8535,48222_59645,銀河鉄道の夜,宮沢賢治,False
8539,8539,4773_6668,沙漠の花,原民喜,False
8540,8540,4789_6744,魔のひととき,原民喜,False
8541,8541,4277_6761,佐藤春夫氏,芥川龍之介,False
8542,8542,50013_37746,若鮎の塩焼き,北大路魯山人,False
8543,8543,244_20157,チャンス,太宰治,False
8545,8545,50053_38273,僕の孤独癖について,萩原朔太郎,False
8547,8547,53386_43266,〔月光の鉛のなかに〕,宮沢賢治,False
8550,8550,1696_10187,木蓮,寺田寅彦,False
8552,8552,42719_22927,秦の出発,豊島与志雄,False
8556,8556,52248_47288,赤い土の壺,田中貢太郎,False
8557,8557,51050_51572,女の魚売り,小川未明,False
8558,8558,54672_58847,錢形平次捕物控,野村胡堂,False
8559,8559,51653_62869,はととりんご,小川未明,False
8561,8561,188_15281,誘惑,芥川龍之介,False
8563,8563,55551_56087,立すくむ,今野大力,False
8564,8564,3353_20561,もくねじ,海野十三,False
8565,8565,100_15253,桃太郎,芥川龍之介,False
8567,8567,820_43449,義人の姿,田中貢太郎,False
8568,8568,52039_56890,田舎のお母さん,小川未明,False
8569,8569,45356_37933,南風譜,牧野信一,False
8570,8570,45344_37917,鬼の門,牧野信一,False
8573,8573,47203_32403,わかしとおゆと,折口信夫,False
8576,8576,47697_63883,信州新野の雪祭り,折口信夫,False
8577,8577,53615_44257,永日和讚,萩原朔太郎,False
8584,8584,42545_22823,守宮,豊島与志雄,False
8586,8586,1851_45772,死のなかの風景,原民喜,False
8587,8587,3054_20672,時計屋敷の秘密,海野十三,False
8588,8588,2479_9658,コーヒー哲学序説,寺田寅彦,False
8589,8589,53644_44285,紫色の感情にて,萩原朔太郎,False
8590,8590,43664_17437,十年後のラジオ界,海野十三,False
8593,8593,48020_31199,明治時代の湯屋,岡本綺堂,False
8595,8595,43754_17659,注文の多い料理店,宮沢賢治,False
8597,8597,3244_24408,海神別荘,泉鏡花,False
8599,8599,23_15267,芭蕉雑記,芥川龍之介,False
8600,8600,48472_50111,父が生んだ赤ん坊,原民喜,False
8603,8603,54584_57472,錢形平次捕物控,野村胡堂,False
8604,8604,54050_53580,奪われてなるものか,今野大力,False
8605,8605,3659_22420,燈明之巻,泉鏡花,False
8612,8612,441_18831,愚なる（?!）母の散文詩,岡本かの子,False
8614,8614,57205_61619,銭形平次捕物控,野村胡堂,False
8617,8617,42835_27732,三十歳,坂口安吾,False
8622,8622,43281_23767,帝展を見ざるの記,寺田寅彦,False
8633,8633,54700_59479,錢形平次捕物控,野村胡堂,False
8637,8637,53357_43342,〔われ聴衆に会釈して〕,宮沢賢治,False
8639,8639,53550_44193,宿醉,萩原朔太郎,False
8643,8643,42832_26849,後記にかえて〔『教祖の文学』〕,坂口安吾,False
8644,8644,55348_49312,坂道,新美南吉,False
8654,8654,1099_15016,半七捕物帳,岡本綺堂,False
8655,8655,54720_60023,錢形平次捕物控,野村胡堂,False
8657,8657,54676_59546,錢形平次捕物控,野村胡堂,False
8658,8658,121_15172,温泉だより,芥川龍之介,False
8659,8659,52772_44583,捜語,牧野信一,False
8660,8660,3791_27338,比呂志との問答,芥川龍之介,False
8661,8661,54657_58068,錢形平次捕物控,野村胡堂,False
8664,8664,475_15037,半七捕物帳,岡本綺堂,False
8666,8666,55577_56909,私の病室の報告,今野大力,False
8667,8667,48455_50100,奇蹟,原民喜,False
8670,8670,1592_18113,一日の労苦,太宰治,False
8671,8671,47991_35941,あかんぼの首,田中貢太郎,False
8672,8672,45951_50762,小説集「山吹の花」後記,豊島与志雄,False
8673,8673,4716_8217,ひとつの火,新美南吉,False
8674,8674,1129_6759,霜夜,芥川龍之介,False
8675,8675,942_21771,雪の塔,夢野久作,False
8677,8677,2130_21898,挿絵と闘った話,夢野久作,False
8680,8680,3531_19260,くろがね天狗,海野十三,False
8684,8684,56275_62574,銭形平次捕物控,野村胡堂,False
8687,8687,3820_27304,沙羅の花,芥川龍之介,False
8688,8688,43208_23215,明治開化　安吾捕物,坂口安吾,False
8692,8692,51058_51770,雪だるま,小川未明,False
8694,8694,979_15030,半七捕物帳,岡本綺堂,False
8699,8699,3756_27313,西洋画のやうな日本画,芥川龍之介,False
8703,8703,48402_62552,甲乙,泉鏡花,False
8704,8704,52029_41187,手紙,坂本龍馬,False
8708,8708,42867_22351,オモチャ箱,坂口安吾,False
8711,8711,873_23287,放送された遺言,海野十三,False
8712,8712,51958_40323,手紙,坂本龍馬,False
8713,8713,45354_41248,早春のひところ,牧野信一,False
8714,8714,2482_9661,映画「マルガ」に現われた動物の闘争,寺田寅彦,False
8715,8715,3359_20562,沈没男,海野十三,False
8717,8717,18393_22337,髯籠の話,折口信夫,False
8718,8718,51614_61239,中学へ上がった日,小川未明,False
8720,8720,2337_13496,解かれた象,寺田寅彦,False
8724,8724,55086_54787,私の作陶体験は先人をかく観る,北大路魯山人,False
8726,8726,18396_22465,偶人信仰の民俗化並びに伝説化せる道,折口信夫,False
8730,8730,45323_37469,痴酔記,牧野信一,False
8733,8733,27_15245,文章,芥川龍之介,False
8736,8736,80_15183,煙管,芥川龍之介,False
8737,8737,52855_45394,浪曼的時評,牧野信一,False
8743,8743,3661_22422,開扉一妖帖,泉鏡花,False
8744,8744,45866_32919,日本の詩人,坂口安吾,False
8745,8745,45309_22348,ペンネンノルデはいまはいないよ　太陽にできた黒い棘をとりに行ったよ,宮沢賢治,False
8747,8747,42453_29492,立枯れ,豊島与志雄,False
8748,8748,51393_39892,手紙,坂本龍馬,False
8750,8750,447_19592,老妓抄,岡本かの子,False
8751,8751,2497_9350,映画雑感（３［＃「３」はローマ数字、1-13-23］）,寺田寅彦,False
8756,8756,57289_62580,八戒に遭った話,中谷宇吉郎,False
8760,8760,47920_50722,夏の手紙,堀辰雄,False
8761,8761,52137_41446,続　手紙,坂本龍馬,False
8766,8766,3781_27339,風変りな作品に就いて,芥川龍之介,False
8770,8770,3770_27311,娼婦美と冒険,芥川龍之介,False
8774,8774,52132_41440,続　手紙,坂本龍馬,False
8775,8775,445_18833,恋愛といふもの,岡本かの子,False
8776,8776,56222_60129,銭形平次捕物控,野村胡堂,False
8780,8780,52429_49707,私本太平記,吉川英治,False
8781,8781,53462_52775,銀のつえ,小川未明,False
8782,8782,46323_26565,「琉球の宗教」の中の一つの正誤,折口信夫,False
8783,8783,45855_40580,イノチガケ,坂口安吾,False
8785,8785,3519_20565,火葬国風景,海野十三,False
8786,8786,1618_16888,再生,田中貢太郎,False
8790,8790,3811_27330,パステルの龍,芥川龍之介,False
8793,8793,56757_57471,新書太閤記,吉川英治,False
8795,8795,45934_39307,犯人,坂口安吾,False
8796,8796,56314_63547,銭形平次捕物控,野村胡堂,False
8797,8797,1022_15044,半七捕物帳,岡本綺堂,False
8800,8800,52449_49985,鬼,吉川英治,False
8801,8801,43014_17430,アグニの神,芥川龍之介,False
8804,8804,56575_53481,愛の詩集,萩原朔太郎,False
8806,8806,4443_7705,能ぎらい／能好き／能という名前,夢野久作,False
8810,8810,55685_53033,錢形平次捕物控,野村胡堂,False
8812,8812,55261_55633,郷土,今野大力,False
8813,8813,51966_41174,手紙,坂本龍馬,False
8814,8814,54581_57480,錢形平次捕物控,野村胡堂,False
8816,8816,42748_29484,山上湖,豊島与志雄,False
8818,8818,42409_41318,未来の天才,豊島与志雄,False
8819,8819,57277_61965,娘の結婚,中谷宇吉郎,False
8820,8820,45851_32924,生命拾ひをした話,坂口安吾,False
8822,8822,51005_46224,赤いろうそくと人魚,小川未明,False
8823,8823,47760_33423,仲々死なぬ彼奴,海野十三,False
8825,8825,45812_34991,宿命の CANDIDE,坂口安吾,False
8829,8829,51924_40077,手紙,坂本龍馬,False
8830,8830,42616_21000,風博士,坂口安吾,False
8831,8831,52767_44456,私の一日,牧野信一,False
8834,8834,42273_16441,首のない騎馬武者,田中貢太郎,False
8836,8836,45319_29610,祝福された星の歌,牧野信一,False
8837,8837,49546_33599,修禅寺物語,岡本綺堂,False
8843,8843,4870_12167,怨霊借用,泉鏡花,False
8845,8845,56809_58020,意慾的創作文章の形式と方法,坂口安吾,False
8847,8847,52803_44601,満里子のこと,牧野信一,False
8848,8848,46962_28191,万葉集研究,折口信夫,False
8849,8849,47184_35794,国語と民俗学,折口信夫,False
8852,8852,459_15404,双子の星,宮沢賢治,False
8857,8857,49987_37763,伝不習乎,北大路魯山人,False
8858,8858,51442_40042,手紙,坂本龍馬,False
8859,8859,51656_63068,母の心,小川未明,False
8860,8860,52134_41442,続　手紙,坂本龍馬,False
8861,8861,3679_11949,尼になった老婆,田中貢太郎,False
8863,8863,3672_11827,花の咲く比,田中貢太郎,False
8866,8866,3782_27351,身のまはり,芥川龍之介,False
8868,8868,42623_21404,勉強記,坂口安吾,False
8870,8870,42652_24387,男ぎらい,豊島与志雄,False
8874,8874,64_15175,影,芥川龍之介,False
8875,8875,53651_44292,敵,萩原朔太郎,False
8881,8881,53359_43309,〔ながれたり〕,宮沢賢治,False
8884,8884,4590_26586,術三則,泉鏡花,False
8885,8885,55541_55985,醜面女人,今野大力,False
8886,8886,1657_13205,青蛙神,田中貢太郎,False
8887,8887,45953_50765,随筆評論集「情意の干満」後記,豊島与志雄,False
8896,8896,4671_13525,震災日記より,寺田寅彦,False
8898,8898,2444_10269,案内者,寺田寅彦,False
8900,8900,1013_15026,半七捕物帳,岡本綺堂,False
8907,8907,4641_14979,半七捕物帳,岡本綺堂,False
8908,8908,51009_51334,時計のない村,小川未明,False
8910,8910,1014_14996,半七捕物帳,岡本綺堂,False
8911,8911,57476_59459,木精（三尺角拾遺）,泉鏡花,False
8912,8912,45326_41251,肉桂樹,牧野信一,False
8916,8916,85_15190,黒衣聖母,芥川龍之介,False
8917,8917,4409_26674,車,宮沢賢治,False
8919,8919,43410_18097,驢馬の　びつこ,新美南吉,False
8923,8923,234_19994,二十世紀旗手,太宰治,False
8927,8927,51066_48258,赤い姫と黒い皇子,小川未明,False
8931,8931,52752_44578,雑談抄,牧野信一,False
8932,8932,52864_45375,昭和十年度に於いて最も印象に残つたもの,牧野信一,False
8935,8935,45060_50147,エミリアンの旅,豊島与志雄,False
8936,8936,45880_32925,講談先生,坂口安吾,False
8937,8937,48467_50108,白い呼吸,原民喜,False
8939,8939,43149_31428,「刺青殺人事件」を評す,坂口安吾,False
8941,8941,3803_27296,京都日記,芥川龍之介,False
8945,8945,1178_23555,海異記,泉鏡花,False
8946,8946,24454_47036,藪の中,芥川龍之介,False
8953,8953,1026_15005,半七捕物帳,岡本綺堂,False
8957,8957,51015_51312,町のお姫さま,小川未明,False
8961,8961,3245_19570,絵本の春,泉鏡花,False
8968,8968,3524_13932,○○獣,海野十三,False
8969,8969,51770_46611,若き姿の文芸,小川未明,False
8972,8972,57310_63367,農業物理学夜話,中谷宇吉郎,False
8973,8973,45078_42006,鍛冶屋の子,新美南吉,False
8976,8976,42456_30600,千代次の驚き,豊島与志雄,False
8978,8978,3357_17552,空気男,海野十三,False
8980,8980,113_15225,沼地,芥川龍之介,False
8983,8983,46966_26573,桃の伝説,折口信夫,False
8985,8985,45728_24339,二十一,坂口安吾,False
8991,8991,48293_38463,Ombra di Venezia,堀辰雄,False
8992,8992,45755_24359,取舵,泉鏡花,False
8994,8994,48033_33011,怪談劇,岡本綺堂,False
8995,8995,42321_48994,怪しき旅僧,田中貢太郎,False
8999,8999,43198_22377,我が人生観,坂口安吾,False
9002,9002,4247_6481,迷子,泉鏡花,False
9005,9005,1573_34633,雪の夜の話,太宰治,False
9006,9006,51027_47957,空色の着物をきた子供,小川未明,False
9007,9007,43545_18868,こま犬,岡本綺堂,False
9013,9013,55156_47968,お母さん達,新美南吉,False
9019,9019,54054_53586,ねむの花咲く家,今野大力,False
9020,9020,116_15168,おぎん,芥川龍之介,False
9023,9023,53571_44214,郊外,萩原朔太郎,False
9024,9024,45796_38833,帆影,坂口安吾,False
9029,9029,12614_14237,文學を愛づる心,折口信夫,False
9031,9031,56706_57429,古城の真昼,野村胡堂,False
9035,9035,52961_46828,あらしの前の木と鳥の会話,小川未明,False
9041,9041,22_15282,羅生門の後に,芥川龍之介,False
9042,9042,42531_22777,傍人の言,豊島与志雄,False
9044,9044,42299_14834,のら犬,新美南吉,False
9046,9046,42514_22730,話の屑籠,豊島与志雄,False
9047,9047,45421_39791,競馬の日,牧野信一,False
9053,9053,18399_14234,嫉みの話,折口信夫,False
9055,9055,45597_41083,長崎の電話,田中貢太郎,False
9058,9058,49558_33626,思い出草,岡本綺堂,False
9060,9060,4192_17920,雪,岡本かの子,False
9061,9061,50763_40543,さいかち淵,宮沢賢治,False
9062,9062,53022_50585,石段に鉄管,小川未明,False
9064,9064,45893_36026,落語・教祖列伝,坂口安吾,False
9069,9069,52761_44447,断想的に,牧野信一,False
9080,9080,42548_22826,幻覚記,豊島与志雄,False
9086,9086,4419_29935,畑のへり,宮沢賢治,False
9087,9087,52826_44694,「尾花」を読みて,牧野信一,False
9088,9088,52863_45370,今年の文壇で,牧野信一,False
9089,9089,57471_60107,龍潭譚,泉鏡花,False
9090,9090,54713_59569,錢形平次捕物控,野村胡堂,False
9093,9093,45814_34992,ドストエフスキーとバルザック,坂口安吾,False
9094,9094,53596_44238,岩魚,萩原朔太郎,False
9098,9098,52409_51059,三国志,吉川英治,False
9104,9104,56387_64141,銭形平次捕物控,野村胡堂,False
9105,9105,42632_23013,銀の笛と金の毛皮,豊島与志雄,False
9107,9107,2369_13457,東洋の秋,芥川龍之介,False
9108,9108,47028_46742,春と修羅　第三集,宮沢賢治,False
9110,9110,51083_49015,お姫さまと乞食の女,小川未明,False
9111,9111,52057_48262,銀河の下の町,小川未明,False
9112,9112,1930_9724,水仙月の四日,宮沢賢治,False
9113,9113,55690_61575,錢形平次捕物控,野村胡堂,False
9114,9114,55544_55388,豌豆畑,今野大力,False
9115,9115,182_15254,保吉の手帳から,芥川龍之介,False
9119,9119,3651_26098,陽炎座,泉鏡花,False
9120,9120,48341_35101,詩の翻訳について,萩原朔太郎,False
9125,9125,3358_17545,四次元漂流,海野十三,False
9130,9130,52411_51062,三国志,吉川英治,False
9133,9133,54944_48514,鮑の水貝,北大路魯山人,False
9138,9138,54598_56475,錢形平次捕物控,野村胡堂,False
9140,9140,47955_39425,「エル・ハヂ」など,堀辰雄,False
9142,9142,1064_19930,二人の役人,宮沢賢治,False
9145,9145,4801_14950,かげろうの日記,堀辰雄,False
9147,9147,52073_48264,空晴れて,小川未明,False
9152,9152,52145_41451,続　手紙,坂本龍馬,False
9155,9155,48294_49034,（芥川龍之介の書翰に就いて）,堀辰雄,False
9159,9159,46719_27679,鉛筆のシン,夢野久作,False
9161,9161,51803_46441,児童の解放擁護,小川未明,False
9162,9162,49997_37889,一癖あるどじょう,北大路魯山人,False
9168,9168,53521_43536,俳句,萩原朔太郎,False
9169,9169,47179_37069,語部と叙事詩と,折口信夫,False
9172,9172,49550_33616,郊外生活の一年,岡本綺堂,False
9177,9177,56732_57081,ウィネッカの秋,中谷宇吉郎,False
9178,9178,1059_34631,走ラヌ名馬,太宰治,False
9180,9180,43380_26107,島木赤彦氏,芥川龍之介,False
9182,9182,55697_60473,錢形平次捕物控,野村胡堂,False
9183,9183,56801_56897,篠笹の陰の顔,坂口安吾,False
9186,9186,49977_37664,材料か料理か,北大路魯山人,False
9187,9187,1258_40525,地球盗難,海野十三,False
9189,9189,57308_63352,小さい機縁,中谷宇吉郎,False
9194,9194,52374_45499,春晝,太宰治,False
9197,9197,53581_44224,黎明と樹木,萩原朔太郎,False
9215,9215,47972_49920,リルケ年譜,堀辰雄,False
9216,9216,53594_44236,螢,萩原朔太郎,False
9218,9218,54763_61231,錢形平次捕物控,野村胡堂,False
9219,9219,42412_27969,特殊部落の犯罪,豊島与志雄,False
9220,9220,56716_57491,法悦クラブ,野村胡堂,False
9226,9226,42668_25720,怒りの虫,豊島与志雄,False
9229,9229,52231_41639,島,新美南吉,False
9230,9230,2466_11123,「手首」の問題,寺田寅彦,False
9231,9231,52432_49713,私本太平記,吉川英治,False
9233,9233,2277_15069,惜別,太宰治,False
9237,9237,56754_55009,新書太閤記,吉川英治,False
9238,9238,52748_43471,あやふやなこと,牧野信一,False
9239,9239,54671_58851,錢形平次捕物控,野村胡堂,False
9242,9242,54953_48511,東京で自慢の鮑,北大路魯山人,False
9245,9245,45935_50960,明日は天気になれ,坂口安吾,False
9246,9246,43034_23755,夏の小半日,寺田寅彦,False
9248,9248,51412_39904,手紙,坂本龍馬,False
9249,9249,3793_27315,その頃の赤門生活,芥川龍之介,False
9250,9250,45108_41956,りんごの車,新美南吉,False
9252,9252,43718_18410,科学時潮,海野十三,False
9255,9255,52252_47290,馬の顔,田中貢太郎,False
9256,9256,55569_56879,夕べの曲,今野大力,False
9258,9258,43753_17658,狼森と笊森、盗森,宮沢賢治,False
9261,9261,77_15181,奇怪な再会,芥川龍之介,False
9273,9273,51816_46605,街を行くまゝに感ず,小川未明,False
9277,9277,45492_24690,雪女,岡本綺堂,False
9279,9279,2439_10321,春寒,寺田寅彦,False
9280,9280,43287_25183,山中常盤双紙,寺田寅彦,False
9282,9282,51574_63550,さか立ち小僧さん,小川未明,False
9283,9283,2382_13347,悪魔祈祷書,夢野久作,False
9284,9284,287_15062,黄村先生言行録,太宰治,False
9288,9288,42505_22701,鴨猟,豊島与志雄,False
9289,9289,95_15247,魔術,芥川龍之介,False
9290,9290,2326_13463,耳目記,芥川龍之介,False
9292,9292,52036_56877,朝の公園,小川未明,False
9293,9293,4555_14826,かの女の朝,岡本かの子,False
9296,9296,51055_51765,星の子,小川未明,False
9300,9300,45537_41088,母の変死,田中貢太郎,False
9301,9301,45557_41080,天長節の式場,田中貢太郎,False
9302,9302,271_15084,HUMAN LOST,太宰治,False
9303,9303,3678_11952,鷲,田中貢太郎,False
9305,9305,49962_37766,欧米料理と日本,北大路魯山人,False
9307,9307,50986_46416,雪の国と太郎,小川未明,False
9309,9309,54956_48510,若狭春鯖のなれずし,北大路魯山人,False
9313,9313,52044_47138,お母さんはえらいな,小川未明,False
9319,9319,18359_32524,作家の像,太宰治,False
9321,9321,42831_26848,文人囲碁会,坂口安吾,False
9323,9323,52917_42893,美智子と歯痛,牧野信一,False
9324,9324,921_21999,怪夢,夢野久作,False
9325,9325,48026_31200,山椒魚,岡本綺堂,False
9331,9331,53544_44187,君が家,萩原朔太郎,False
9335,9335,3739_27303,雑筆,芥川龍之介,False
9336,9336,56103_57079,猟色の果,野村胡堂,False
9342,9342,56352_62084,銭形平次捕物控,野村胡堂,False
9346,9346,42491_21119,バラック居住者への言葉,豊島与志雄,False
9347,9347,42482_21105,影,豊島与志雄,False
9350,9350,294_15086,めくら草紙,太宰治,False
9352,9352,45818_34972,愉しい夢の中にて,坂口安吾,False
9356,9356,42260_18758,札幌まで,寺田寅彦,False
9357,9357,42469_31400,霧の中,豊島与志雄,False
9358,9358,2356_13801,感覚と科学,寺田寅彦,False
9361,9361,43286_23772,二科展院展急行瞥見記,寺田寅彦,False
9363,9363,48221_32492,疑獄元兇,宮沢賢治,False
9365,9365,55565_56354,ヌタプカムシペ山脈の畔り,今野大力,False
9366,9366,53584_44227,利根川の岸邊より,萩原朔太郎,False
9367,9367,45367_41256,武者窓日記,牧野信一,False
9372,9372,45786_34966,今後の寺院生活に対する私考,坂口安吾,False
9373,9373,177_15162,魚河岸,芥川龍之介,False
9375,9375,56218_60139,銭形平次捕物控,野村胡堂,False
9377,9377,42647_22959,夢の卵,豊島与志雄,False
9385,9385,47927_51148,春淺き日に,堀辰雄,False
9389,9389,54614_53069,錢形平次捕物控,野村胡堂,False
9392,9392,1278_28154,渾沌未分,岡本かの子,False
9393,9393,2104_14850,幽霊と推進機,夢野久作,False
9394,9394,42443_33344,不肖の兄,豊島与志雄,False
9398,9398,51430_40037,手紙,坂本龍馬,False
9400,9400,54690_60468,錢形平次捕物控,野村胡堂,False
9402,9402,1607_13766,川端康成へ,太宰治,False
9406,9406,2715_28479,すり替え怪画,海野十三,False
9412,9412,53239_49850,「茶碗の湯」のことなど,中谷宇吉郎,False
9415,9415,46960_26571,漂著石神論計画,折口信夫,False
9416,9416,436_20309,五月の朝の花,岡本かの子,False
9417,9417,16034_33783,遺書,芥川龍之介,False
9418,9418,53549_44192,秋の日,萩原朔太郎,False
9420,9420,42655_24937,牛乳と馬,豊島与志雄,False
9422,9422,49551_33614,源之助の一生,岡本綺堂,False
9424,9424,52871_45391,『ユリイカ』挿話,牧野信一,False
9425,9425,45358_41252,沼辺より,牧野信一,False
9426,9426,45400_39364,スプリングコート,牧野信一,False
9431,9431,54707_59644,錢形平次捕物控,野村胡堂,False
9432,9432,976_14999,半七捕物帳,岡本綺堂,False
9435,9435,46600_33648,蛙のゴム靴,宮沢賢治,False
9438,9438,51091_53358,遠くで鳴る雷,小川未明,False
9439,9439,2692_27728,田端日記,芥川龍之介,False
9440,9440,43151_31206,西荻随筆,坂口安吾,False
9442,9442,2381_13352,瓶詰地獄,夢野久作,False
9446,9446,52372_45472,「人間キリスト記」その他,太宰治,False
9462,9462,45088_41644,月から,新美南吉,False
9463,9463,46728_27704,森の神,夢野久作,False
9466,9466,42768_23763,言葉の不思議,寺田寅彦,False
